wavelength element
---------- -------
    6678.2	  He
    6965.4    Ar
    7065.2	  He
    7384.0    Ar
    7635.1    Ar
    7723.8    Ar
    7948.2    Ar
    8521.4    Ar
    9123.0    Ar
    9657.8    Ar
